product_id,sku,category_code,brand_code,color,size,material,weight_grams,length_cm,width_cm,height_cm,rating_count,file_name,ingest_timestamp
2000000001340,ACME-CE-0003Q,ce,acme,Beige,One-Size,Ruber,183g,"14,7",2,10.3,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001357,COTC-APP-0003R,app,cotc,Navy,XS,Coton,176g,"21,6",13.4,7.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001364,BYTM-CE-0003S,ce,bytm,Black,One-Size,Paper,97g,"25,8",15.3,4.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001371,ZNTH-CE-0003T,ce,znth,Yellow,One-Size,Polyester,308g,"21,5",15.5,6.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001388,QLHS-BKS-0003U,bks,qlhs,null,One-Size,Plastic,260g,"4,9",10.5,3.2,10,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001395,MOSA-APP-0003V,app,mosa,Purple,XXL,Polyester,227g,"18,6",12.4,11.5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001401,CKMT-HNK-0003W,hnk,ckmt,Purple,One-Size,Coton,151g,"31,8",10.2,10.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001418,CSNV-HNK-0003X,hnk,csnv,Beige,One-Size,Alumium,1118g,"18,6",12.6,9.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001425,NOVW-CE-0003Y,ce,novw,Beige,One-Size,Plastic,57g,"23,6",5.8,5.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001432,CBLT-APP-0003Z,app,cblt,Purple,One-Size,Coton,218g,"25,4",13.1,5.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001449,STCR-HNK-00040,hnk,stcr,Blue,One-Size,Polyester,295g,"24,1",4.1,10.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001456,CKMT-HNK-00041,hnk,ckmt,Green,One-Size,Leather,197g,"32,2",9.5,9.5,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001463,SKYL-CE-00042,ce,skyl,Navy,One-Size,Leather,109g,"20,9",11.8,7.4,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001470,QLHS-BKS-00043,bks,qlhs,null,One-Size,Steel,145g,"12,4",6.5,7.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001487,ALMS-BPC-00044,bpc,alms,Pink,One-Size,Leather,504g,"29,0",6.5,6.8,-2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001494,CBLT-APP-00045,app,cblt,Beige,XL,Plastic,148g,"28,9",6.1,3.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001500,PRSD-SPT-00046,spt,prsd,Red,L,Alumium,180g,"19,1",11.6,6.9,21,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001517,FTFX-APP-00047,app,ftfx,Black,L,Glass,460g,"7,7",4.6,9.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001524,COTC-APP-00048,app,cotc,Blue,One-Size,Plastic,217g,"16,2",2.1,10.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001531,MOSA-APP-00049,app,mosa,Beige,M,Ruber,176g,"19,2",25.2,3.5,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001548,BYTM-CE-0004A,ce,bytm,White,One-Size,Alumium,450g,"19,0",6.1,8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001555,CSNV-HNK-0004B,hnk,csnv,Pink,One-Size,Alumium,512g,"21,8",11.7,8.9,9,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001562,STCR-HNK-0004C,hnk,stcr,Beige,One-Size,Leather,279g,"35,7",10.8,10.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001579,PRSD-SPT-0004D,spt,prsd,Red,S,Wood,476g,"24,1",15.6,9.5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001586,ECOT-CE-0004E,ce,ecot,Navy,One-Size,Paper,240g,"6,9",3.8,7.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001593,AQPR-HNK-0004F,hnk,aqpr,Pink,One-Size,Glass,388g,"27,5",4,5.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001609,FTFX-APP-0004G,app,ftfx,Beige,L,Plastic,248g,"6,8",18,5.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001616,PGTR-BKS-0004H,bks,pgtr,null,One-Size,Polyester,341g,"24,0",17.3,16.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001623,RDMR-BKS-0004I,bks,rdmr,null,One-Size,Polyester,247g,"27,6",6.8,5.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001630,HPFN-TOY-0004J,toy,hpfn,Silver,One-Size,Leather,321g,"19,2",13.3,6.3,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001647,PRSD-SPT-0004K,spt,prsd,Silver,M,Alumium,513g,"21,6",10.6,6.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001654,ECOT-CE-0004L,ce,ecot,Black,One-Size,Ruber,178g,"31,6",13.6,8.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001661,ACME-CE-0004M,ce,acme,Black,One-Size,Ruber,431g,"28,6",5.2,12.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001678,NTHR-APP-0004N,app,nthr,Yellow,XS,Coton,38g,"26,2",2,7.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001685,PKPR-SPT-0004O,spt,pkpr,Yellow,L,Glass,391g,"24,7",10.2,6.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001692,DMLX-BPC-0004P,bpc,dmlx,Yellow,One-Size,Polyester,393g,"3,0",7.3,6.8,17,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001708,NTCH-GRC-0004Q,grcy,ntch,White,One-Size,Paper,248g,"21,8",5.7,6.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001715,HMNS-HNK-0004R,hnk,hmns,Gray,One-Size,Paper,443g,"25,1",10.8,7.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001722,COTC-APP-0004S,app,cotc,White,XL,Wood,1008g,"20,1",11,6.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001739,VOLT-CE-0004T,ce,volt,Yellow,One-Size,Leather,317g,"20,4",13.7,6.7,22,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001746,PRLV-HNK-0004U,hnk,prlv,Purple,One-Size,Paper,102g,"12,3",16.2,12.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001753,CBLT-APP-0004V,app,cblt,Silver,XXL,Alumium,453g,"16,4",9.6,8.8,13,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001760,TRBZ-SPT-0004W,spt,trbz,Silver,S,Ruber,79g,"22,0",12.8,8.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001777,PLCB-TOY-0004X,toy,plcb,Green,One-Size,Leather,247g,"12,4",10,10.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001784,GMFG-TOY-0004Y,toy,gmfg,Black,One-Size,Alumium,184g,"17,1",2,9.2,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001791,FRMJ-GRC-0004Z,grcy,frmj,Yellow,One-Size,Polyester,581g,"11,4",15.4,11.6,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001807,ECOT-CE-00050,ce,ecot,Navy,One-Size,Paper,40g,"14,1",6.9,4.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001814,ABLF-APP-00051,app,ablf,White,XL,Alumium,564g,"12,2",9.7,9.4,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001821,RDMR-BKS-00052,bks,rdmr,null,One-Size,Steel,164g,"24,5",12.5,3.2,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001838,PGTR-BKS-00053,bks,pgtr,null,One-Size,Plastic,232g,"28,7",16.6,6.7,18,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001845,CSNV-HNK-00054,hnk,csnv,White,One-Size,Leather,113g,"16,9",15.5,10.5,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001852,STCR-HNK-00055,hnk,stcr,Green,One-Size,Plastic,251g,"18,1",13.3,8.7,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001869,NTCH-GRC-00056,grcy,ntch,White,One-Size,Paper,394g,"9,1",18.1,8.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001876,BTNQ-BPC-00057,bpc,btnq,Blue,One-Size,Paper,133g,"14,5",11.2,5.9,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001883,GLOW-BPC-00058,bpc,glow,Silver,One-Size,Paper,190g,"9,4",9.9,8.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001890,LFSP-BKS-00059,bks,lfsp,null,One-Size,Plastic,805g,"11,1",3.7,5.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001906,TRBZ-SPT-0005A,spt,trbz,Yellow,XL,Leather,166g,"17,8",20.4,12,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001913,ALMS-BPC-0005B,bpc,alms,Green,One-Size,Leather,297g,"33,3",15.6,5.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001920,DMLX-BPC-0005C,bpc,dmlx,Green,One-Size,Glass,240g,"18,6",13.1,6.9,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001937,HRBC-BPC-0005D,bpc,hrbc,Blue,One-Size,Wood,123g,"22,9",14.8,5.9,19,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001944,GRBK-GRC-0005E,grcy,grbk,Navy,One-Size,Wood,347g,"23,8",12.4,10.2,13,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001951,SLKE-BPC-0005F,bpc,slke,White,One-Size,Glass,298g,"26,5",10.7,11.3,15,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001968,NOVW-CE-0005G,ce,novw,Green,One-Size,Ruber,166g,"26,9",10.1,7.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001975,SLKE-BPC-0005H,bpc,slke,Black,One-Size,Alumium,173g,"24,3",6.8,8.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001982,AQPR-HNK-0005I,hnk,aqpr,Yellow,One-Size,Leather,342g,"24,4",14.7,7.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000001999,PRLV-HNK-0005J,hnk,prlv,Pink,One-Size,Steel,247g,"23,3",16.2,8.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002002,PHTX-CE-0005K,ce,phtx,White,One-Size,Coton,484g,"27,3",5.8,8.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002019,STCR-HNK-0005L,hnk,stcr,Gray,One-Size,Plastic,372g,"18,8",9,5.8,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002026,VOLT-CE-0005M,ce,volt,White,One-Size,Alumium,38g,"20,0",13.6,10.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002033,CKMT-HNK-0005N,hnk,ckmt,Navy,One-Size,Steel,276g,"3,0",13.3,7.9,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002040,AQPR-HNK-0005O,hnk,aqpr,Beige,One-Size,Plastic,527g,"15,0",5.4,7.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002057,PHTX-CE-0005P,ce,phtx,Silver,One-Size,Leather,472g,"24,0",12.2,8.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002064,VOLT-CE-0005Q,ce,volt,Silver,One-Size,Paper,160g,"3,0",16.5,11.8,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002071,WRMH-HNK-0005R,hnk,wrmh,White,One-Size,Plastic,327g,"26,0",15.1,4.6,11,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002088,STAC-BKS-0005S,bks,stac,null,One-Size,Plastic,804g,"28,6",13,10.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002095,NTHR-APP-0005T,app,nthr,Red,One-Size,Paper,219g,"9,0",12.2,8.7,16,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002101,HRBC-BPC-0005U,bpc,hrbc,Yellow,One-Size,Ruber,107g,"12,8",15,5.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002118,SKYL-CE-0005V,ce,skyl,Pink,One-Size,Ruber,668g,"16,3",11.7,7,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002125,GRBK-GRC-0005W,grcy,grbk,Silver,One-Size,Alumium,339g,"7,7",15.8,9.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002132,DLHV-GRC-0005X,grcy,dlhv,Green,One-Size,Coton,383g,"10,4",15.5,12,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002149,SWCR-SPT-0005Y,spt,swcr,Green,L,Steel,191g,"32,5",7.9,12.6,109,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002156,TRBZ-SPT-0005Z,spt,trbz,Pink,XL,Glass,359g,"25,5",20,7.8,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002163,GLOW-BPC-00060,bpc,glow,Pink,One-Size,Leather,145g,"16,1",18.2,13.1,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002170,SLKE-BPC-00061,bpc,slke,Navy,One-Size,Steel,347g,"12,2",27.3,4.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002187,WRMH-HNK-00062,hnk,wrmh,Red,One-Size,Glass,280g,"13,9",6.3,9.9,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002194,NOVW-CE-00063,ce,novw,Blue,One-Size,Ruber,170g,"18,4",11,5.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002200,SWCR-SPT-00064,spt,swcr,Beige,One-Size,Leather,176g,"15,1",17.3,5,8,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002217,NOVW-CE-00065,ce,novw,Silver,One-Size,Plastic,239g,"13,2",14.9,2.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002224,VOLT-CE-00066,ce,volt,White,One-Size,Polyester,185g,"10,5",2,9.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002231,NTHR-APP-00067,app,nthr,Red,XS,Coton,232g,"3,0",4.7,6.7,19,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002248,ECOT-CE-00068,ce,ecot,Blue,One-Size,Glass,927g,"33,0",23.1,7.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002255,COTC-APP-00069,app,cotc,Pink,L,Paper,181g,"23,0",11,8.2,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002262,ZNTH-CE-0006A,ce,znth,Gray,One-Size,Polyester,113g,"25,5",14,7.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002279,AQPR-HNK-0006B,hnk,aqpr,Navy,One-Size,Alumium,203g,"26,6",11.9,6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002286,TRBZ-SPT-0006C,spt,trbz,Yellow,XXL,Plastic,169g,"31,1",10.1,9.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002293,ACME-CE-0006D,ce,acme,Yellow,One-Size,Plastic,170g,"29,6",10.9,3.3,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002309,CKMT-HNK-0006E,hnk,ckmt,Yellow,One-Size,Glass,168g,"22,9",8.3,10.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002316,FRMJ-GRC-0006F,grcy,frmj,Green,One-Size,Plastic,105g,"24,0",13,10.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002323,TRBZ-SPT-0006G,spt,trbz,Green,One-Size,Leather,451g,"31,8",9,7.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002330,VOLT-CE-0006H,ce,volt,Purple,One-Size,Glass,301g,"19,6",14.4,3.1,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002347,ECOT-CE-0006I,ce,ecot,Black,One-Size,Wood,125g,"34,0",16.7,7.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002354,AQPR-HNK-0006J,hnk,aqpr,Navy,One-Size,Coton,811g,"19,5",2.7,10.3,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002361,GMFG-TOY-0006K,toy,gmfg,Silver,One-Size,Paper,294g,"30,2",15.7,8.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002378,BYTM-CE-0006L,ce,bytm,Purple,One-Size,Plastic,152g,"23,4",22.4,2.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002385,NOVW-CE-0006M,ce,novw,Navy,One-Size,Coton,183g,"35,1",14.8,4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002392,FRFL-GRC-0006N,grcy,frfl,Purple,One-Size,Glass,156g,"19,5",7.7,11.7,15,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002408,NOVW-CE-0006O,ce,novw,Red,One-Size,Glass,279g,"23,6",9.5,8.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002415,HMNS-HNK-0006P,hnk,hmns,Silver,One-Size,Steel,129g,"21,4",14.4,7.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002422,AQPR-HNK-0006Q,hnk,aqpr,Pink,One-Size,Plastic,824g,"13,1",9.2,8.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002439,WRMH-HNK-0006R,hnk,wrmh,Yellow,One-Size,Plastic,204g,"31,0",19.1,12.4,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002446,FRFL-GRC-0006S,grcy,frfl,Yellow,One-Size,Polyester,61g,"11,1",11.1,8.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002453,VOLT-CE-0006T,ce,volt,Pink,One-Size,Glass,150g,"30,5",6.1,12,16,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002460,URTL-APP-0006U,app,urtl,Red,XL,Polyester,98g,"24,6",14.3,2.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002477,ECOT-CE-0006V,ce,ecot,Purple,One-Size,Wood,311g,"17,0",9.5,6.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002484,NOVW-CE-0006W,ce,novw,Navy,One-Size,Alumium,72g,"32,0",12.2,9.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002491,GGRN-GRC-0006X,grcy,ggrn,Pink,One-Size,Glass,387g,"25,1",9.3,2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002507,STCR-HNK-0006Y,hnk,stcr,White,One-Size,Leather,102g,"20,9",18.6,8.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002514,VOLT-CE-0006Z,ce,volt,White,One-Size,Steel,134g,"24,2",6.3,9.6,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002521,GRBK-GRC-00070,grcy,grbk,Yellow,One-Size,Polyester,113g,"17,4",8.1,12,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002538,AQPR-HNK-00071,hnk,aqpr,Gray,One-Size,Wood,842g,"5,3",8.1,11.4,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002545,VOLT-CE-00072,ce,volt,Purple,One-Size,Steel,125g,"14,6",8.1,10.5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002552,SLKE-BPC-00073,bpc,slke,Purple,One-Size,Wood,879g,"27,3",8.2,10.2,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002569,NTHR-APP-00074,app,nthr,Blue,S,Leather,422g,"19,7",9.9,1.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002576,CBLT-APP-00075,app,cblt,Blue,XS,Glass,258g,"33,0",21.8,5.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002583,CKMT-HNK-00076,hnk,ckmt,Green,One-Size,Plastic,373g,"22,4",15.2,11.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002590,QLHS-BKS-00077,bks,qlhs,null,One-Size,Polyester,102g,"4,2",15.5,5.7,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002606,FRMJ-GRC-00078,grcy,frmj,Navy,One-Size,Paper,258g,"24,4",7.7,8.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002613,SKYL-CE-00079,ce,skyl,Silver,One-Size,Steel,296g,"28,6",12.5,6.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002620,GLOW-BPC-0007A,bpc,glow,Pink,One-Size,Alumium,528g,"28,5",14.7,9.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002637,WRMH-HNK-0007B,hnk,wrmh,Silver,One-Size,Glass,536g,"38,6",13,5.3,-2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002644,GMFG-TOY-0007C,toy,gmfg,Gray,One-Size,Steel,602g,"13,6",18.8,6.4,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002651,CBLT-APP-0007D,app,cblt,Gray,XS,Coton,124g,"33,0",10.6,12.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002668,FTFX-APP-0007E,app,ftfx,Silver,XL,Glass,248g,"3,5",8.6,5.2,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002675,ARFT-SPT-0007F,spt,arft,Black,S,Wood,323g,"21,0",11.6,4.4,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
